researcher_id,expertise_id,expertise_name,expertise_type,proficiency_level,years_experience,evidence_source
INV-151,EXP-0603,recuperación de información,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-151,EXP-0604,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-152,EXP-0605,sostenibilidad,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-152,EXP-0606,infraestructura inteligente,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-152,EXP-0607,recuperación de información,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-152,EXP-0608,modelos probabilísticos,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-153,EXP-0609,infraestructura inteligente,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-153,EXP-0610,sostenibilidad,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-153,EXP-0611,modelos probabilísticos,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-153,EXP-0612,diseño experimental,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-154,EXP-0613,monitoreo ambiental,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-154,EXP-0614,territorio,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-154,EXP-0615,diseño experimental,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-154,EXP-0616,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-155,EXP-0617,series temporales,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-155,EXP-0618,NLP,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-155,EXP-0619,series temporales,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-155,EXP-0620,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-156,EXP-0621,modelamiento matemático,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-156,EXP-0622,series temporales,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-156,EXP-0623,recuperación de información,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-156,EXP-0624,series temporales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-157,EXP-0625,IA explicable,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-157,EXP-0626,series temporales,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-157,EXP-0627,modelos probabilísticos,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-157,EXP-0628,diseño experimental,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-158,EXP-0629,modelamiento matemático,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-158,EXP-0630,NLP,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-158,EXP-0631,modelamiento estadístico,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-158,EXP-0632,recuperación de información,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-159,EXP-0633,series temporales,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-159,EXP-0634,ambiente,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-159,EXP-0635,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-159,EXP-0636,modelos probabilísticos,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-160,EXP-0637,modelamiento matemático,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-160,EXP-0638,instrumentación,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-160,EXP-0639,análisis causal,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-160,EXP-0640,simulación,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-161,EXP-0641,instrumentación,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-161,EXP-0642,modelamiento matemático,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-161,EXP-0643,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-161,EXP-0644,modelamiento estadístico,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-162,EXP-0645,instrumentación,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-162,EXP-0646,series temporales,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-162,EXP-0647,modelos probabilísticos,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-162,EXP-0648,simulación,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-163,EXP-0649,series temporales,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-163,EXP-0650,IA explicable,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-163,EXP-0651,diseño experimental,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-163,EXP-0652,modelamiento estadístico,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-164,EXP-0653,series temporales,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-164,EXP-0654,ciencia de datos,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-164,EXP-0655,series temporales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-164,EXP-0656,modelos probabilísticos,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-165,EXP-0657,modelamiento matemático,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-165,EXP-0658,IA explicable,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-165,EXP-0659,series temporales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-165,EXP-0660,diseño experimental,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-166,EXP-0661,NLP,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-166,EXP-0662,series temporales,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-166,EXP-0663,análisis causal,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-166,EXP-0664,simulación,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-167,EXP-0665,modelamiento matemático,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-167,EXP-0666,ciencia de datos,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-167,EXP-0667,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-167,EXP-0668,análisis causal,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-168,EXP-0669,NLP,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-168,EXP-0670,ciencia de datos,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-168,EXP-0671,análisis causal,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-168,EXP-0672,procesamiento de señales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-169,EXP-0673,modelamiento matemático,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-169,EXP-0674,IA explicable,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-169,EXP-0675,clasificación supervisada,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-169,EXP-0676,recuperación de información,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-170,EXP-0677,series temporales,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-170,EXP-0678,NLP,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-170,EXP-0679,procesamiento de señales,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-170,EXP-0680,diseño experimental,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-171,EXP-0681,IA explicable,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-171,EXP-0682,NLP,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-171,EXP-0683,modelamiento estadístico,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-171,EXP-0684,análisis causal,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-172,EXP-0685,series temporales,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-172,EXP-0686,ciencia de datos,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-172,EXP-0687,simulación,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-172,EXP-0688,optimización,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-173,EXP-0689,IA explicable,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-173,EXP-0690,series temporales,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-173,EXP-0691,optimización,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-173,EXP-0692,recuperación de información,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-174,EXP-0693,series temporales,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-174,EXP-0694,ciencia de datos,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-174,EXP-0695,simulación,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-174,EXP-0696,series temporales,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-175,EXP-0697,ciencia de datos,DOMAIN,5,3,PROFILE_AND_OUTPUTS
INV-175,EXP-0698,series temporales,DOMAIN,4,3,PROFILE_AND_OUTPUTS
INV-175,EXP-0699,series temporales,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-175,EXP-0700,clasificación supervisada,METHOD,4,3,PROFILE_AND_OUTPUTS
INV-176,EXP-0701,series temporales,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-176,EXP-0702,IA explicable,DOMAIN,5,5,PROFILE_AND_OUTPUTS
INV-176,EXP-0703,modelamiento estadístico,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-176,EXP-0704,modelos probabilísticos,METHOD,4,5,PROFILE_AND_OUTPUTS
INV-177,EXP-0705,IA explicable,DOMAIN,5,6,PROFILE_AND_OUTPUTS
INV-177,EXP-0706,instrumentación,DOMAIN,3,6,PROFILE_AND_OUTPUTS
INV-177,EXP-0707,procesamiento de señales,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-177,EXP-0708,análisis causal,METHOD,4,6,PROFILE_AND_OUTPUTS
INV-178,EXP-0709,instrumentación,DOMAIN,5,8,PROFILE_AND_OUTPUTS
INV-178,EXP-0710,NLP,DOMAIN,4,8,PROFILE_AND_OUTPUTS
INV-178,EXP-0711,optimización,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-178,EXP-0712,series temporales,METHOD,4,8,PROFILE_AND_OUTPUTS
INV-179,EXP-0713,instrumentación,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-179,EXP-0714,series temporales,DOMAIN,5,9,PROFILE_AND_OUTPUTS
INV-179,EXP-0715,modelamiento estadístico,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-179,EXP-0716,simulación,METHOD,4,9,PROFILE_AND_OUTPUTS
INV-180,EXP-0717,IA explicable,DOMAIN,5,2,PROFILE_AND_OUTPUTS
INV-180,EXP-0718,instrumentación,DOMAIN,3,2,PROFILE_AND_OUTPUTS
INV-180,EXP-0719,recuperación de información,METHOD,4,2,PROFILE_AND_OUTPUTS
INV-180,EXP-0720,optimización,METHOD,4,2,PROFILE_AND_OUTPUTS
