thesis_id,title,abstract,problem_statement,general_objective,methodology,main_results,conclusions,program_id,graduation_year,keywords,status,repository_reference,research_area,application_context,data_or_population
THS-349,Caracterización de research intelligence en relación con colaboración,"Trabajo de grado que analiza research intelligence mediante NLP, considerando su relación con colaboración en un contexto universitario o aplicado.",Existe conocimiento disperso sobre research intelligence y no siempre se comprende su relación con colaboración.,Analizar research intelligence mediante NLP para producir evidencia sobre colaboración.,"Revisión de antecedentes, preparación de datos, NLP y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender colaboración.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2023,research intelligence;colaboración;NLP,APPROVED,repo://thesis/349,Matemáticas Aplicadas,colaboración,synthetic institutional data
THS-350,Colaboración and producción científica: a university case study,"This thesis examines colaboración through grafos, with emphasis on producción científica and evidence available in an institutional context.",Current approaches provide incomplete understanding of colaboración and its implications for producción científica.,Evaluate grafos for analyzing colaboración in relation to producción científica.,"Data preparation, grafos, validation and interpretation.",The study identifies patterns and limitations relevant to producción científica.,The approach is useful under defined conditions and requires contextual validation.,PRG-017,2024,colaboración;producción científica;grafos,APPROVED,repo://thesis/350,Física,producción científica,synthetic institutional data
THS-351,Modelo aplicado para el estudio de producción científica,"Trabajo de grado que analiza producción científica mediante recuperación de información, considerando su relación con tendencias de investigación en un contexto universitario o aplicado.",Existe conocimiento disperso sobre producción científica y no siempre se comprende su relación con tendencias de investigación.,Analizar producción científica mediante recuperación de información para producir evidencia sobre tendencias de investigación.,"Revisión de antecedentes, preparación de datos, recuperación de información y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender tendencias de investigación.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2025,producción científica;tendencias de investigación;recuperación de información,APPROVED,repo://thesis/351,Matemáticas Aplicadas,tendencias de investigación,synthetic institutional data
THS-352,Análisis de patrones asociados con bibliometría,"Trabajo de grado que analiza tendencias de investigación mediante NLP, considerando su relación con bibliometría en un contexto universitario o aplicado.",Existe conocimiento disperso sobre tendencias de investigación y no siempre se comprende su relación con bibliometría.,Analizar tendencias de investigación mediante NLP para producir evidencia sobre bibliometría.,"Revisión de antecedentes, preparación de datos, NLP y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender bibliometría.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2026,tendencias de investigación;bibliometría;NLP,APPROVED,repo://thesis/352,Matemáticas Aplicadas,bibliometría,synthetic institutional data
THS-353,Caracterización de bibliometría en relación con research intelligence,"Trabajo de grado que analiza bibliometría mediante grafos, considerando su relación con research intelligence en un contexto universitario o aplicado.",Existe conocimiento disperso sobre bibliometría y no siempre se comprende su relación con research intelligence.,Analizar bibliometría mediante grafos para producir evidencia sobre research intelligence.,"Revisión de antecedentes, preparación de datos, grafos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender research intelligence.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2017,bibliometría;research intelligence;grafos,APPROVED,repo://thesis/353,Matemáticas Aplicadas,research intelligence,synthetic institutional data
THS-354,Evaluación de recuperación de información para analizar research intelligence,"Trabajo de grado que analiza research intelligence mediante recuperación de información, considerando su relación con colaboración en un contexto universitario o aplicado.",Existe conocimiento disperso sobre research intelligence y no siempre se comprende su relación con colaboración.,Analizar research intelligence mediante recuperación de información para producir evidencia sobre colaboración.,"Revisión de antecedentes, preparación de datos, recuperación de información y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender colaboración.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-017,2018,research intelligence;colaboración;recuperación de información,APPROVED,repo://thesis/354,Física,colaboración,synthetic institutional data
THS-355,Modelo aplicado para el estudio de colaboración,"Trabajo de grado que analiza colaboración mediante NLP, considerando su relación con producción científica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre colaboración y no siempre se comprende su relación con producción científica.,Analizar colaboración mediante NLP para producir evidencia sobre producción científica.,"Revisión de antecedentes, preparación de datos, NLP y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender producción científica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-018,2019,colaboración;producción científica;NLP,APPROVED,repo://thesis/355,Ciencia de Datos,producción científica,synthetic institutional data
THS-356,Análisis de patrones asociados con tendencias de investigación,"Trabajo de grado que analiza producción científica mediante grafos, considerando su relación con tendencias de investigación en un contexto universitario o aplicado.",Existe conocimiento disperso sobre producción científica y no siempre se comprende su relación con tendencias de investigación.,Analizar producción científica mediante grafos para producir evidencia sobre tendencias de investigación.,"Revisión de antecedentes, preparación de datos, grafos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender tendencias de investigación.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2020,producción científica;tendencias de investigación;grafos,APPROVED,repo://thesis/356,Matemáticas Aplicadas,tendencias de investigación,synthetic institutional data
THS-357,Caracterización de tendencias de investigación en relación con bibliometría,"Trabajo de grado que analiza tendencias de investigación mediante recuperación de información, considerando su relación con bibliometría en un contexto universitario o aplicado.",Existe conocimiento disperso sobre tendencias de investigación y no siempre se comprende su relación con bibliometría.,Analizar tendencias de investigación mediante recuperación de información para producir evidencia sobre bibliometría.,"Revisión de antecedentes, preparación de datos, recuperación de información y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender bibliometría.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-016,2021,tendencias de investigación;bibliometría;recuperación de información,APPROVED,repo://thesis/357,Matemáticas Aplicadas,bibliometría,synthetic institutional data
THS-358,Evaluación de NLP para analizar bibliometría,"Trabajo de grado que analiza bibliometría mediante NLP, considerando su relación con research intelligence en un contexto universitario o aplicado.",Existe conocimiento disperso sobre bibliometría y no siempre se comprende su relación con research intelligence.,Analizar bibliometría mediante NLP para producir evidencia sobre research intelligence.,"Revisión de antecedentes, preparación de datos, NLP y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender research intelligence.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-018,2022,bibliometría;research intelligence;NLP,APPROVED,repo://thesis/358,Ciencia de Datos,research intelligence,synthetic institutional data
THS-359,Modelo aplicado para el estudio de research intelligence,"Trabajo de grado que analiza research intelligence mediante grafos, considerando su relación con colaboración en un contexto universitario o aplicado.",Existe conocimiento disperso sobre research intelligence y no siempre se comprende su relación con colaboración.,Analizar research intelligence mediante grafos para producir evidencia sobre colaboración.,"Revisión de antecedentes, preparación de datos, grafos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender colaboración.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-017,2023,research intelligence;colaboración;grafos,APPROVED,repo://thesis/359,Física,colaboración,synthetic institutional data
THS-360,Colaboración and producción científica: a university case study,"This thesis examines colaboración through recuperación de información, with emphasis on producción científica and evidence available in an institutional context.",Current approaches provide incomplete understanding of colaboración and its implications for producción científica.,Evaluate recuperación de información for analyzing colaboración in relation to producción científica.,"Data preparation, recuperación de información, validation and interpretation.",The study identifies patterns and limitations relevant to producción científica.,The approach is useful under defined conditions and requires contextual validation.,PRG-017,2024,colaboración;producción científica;recuperación de información,APPROVED,repo://thesis/360,Física,producción científica,synthetic institutional data
THS-361,Caracterización de desarrollo territorial en relación con capacidades locales,"Trabajo de grado que analiza desarrollo territorial mediante evaluación de impacto, considerando su relación con capacidades locales en un contexto universitario o aplicado.",Existe conocimiento disperso sobre desarrollo territorial y no siempre se comprende su relación con capacidades locales.,Analizar desarrollo territorial mediante evaluación de impacto para producir evidencia sobre capacidades locales.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender capacidades locales.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2026,desarrollo territorial;capacidades locales;evaluación de impacto,APPROVED,repo://thesis/361,Economía,capacidades locales,synthetic institutional data
THS-362,Evaluación de análisis territorial para analizar capacidades locales,"Trabajo de grado que analiza capacidades locales mediante análisis territorial, considerando su relación con innovación social en un contexto universitario o aplicado.",Existe conocimiento disperso sobre capacidades locales y no siempre se comprende su relación con innovación social.,Analizar capacidades locales mediante análisis territorial para producir evidencia sobre innovación social.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender innovación social.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2017,capacidades locales;innovación social;análisis territorial,APPROVED,repo://thesis/362,Economía,innovación social,synthetic institutional data
THS-363,Modelo aplicado para el estudio de innovación social,"Trabajo de grado que analiza innovación social mediante analítica socioeconómica, considerando su relación con regional development en un contexto universitario o aplicado.",Existe conocimiento disperso sobre innovación social y no siempre se comprende su relación con regional development.,Analizar innovación social mediante analítica socioeconómica para producir evidencia sobre regional development.,"Revisión de antecedentes, preparación de datos, analítica socioeconómica y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender regional development.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-008,2018,innovación social;regional development;analítica socioeconómica,APPROVED,repo://thesis/363,Financiera,regional development,synthetic institutional data
THS-364,Análisis de patrones asociados con brechas,"Trabajo de grado que analiza regional development mediante evaluación de impacto, considerando su relación con brechas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre regional development y no siempre se comprende su relación con brechas.,Analizar regional development mediante evaluación de impacto para producir evidencia sobre brechas.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender brechas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-008,2019,regional development;brechas;evaluación de impacto,APPROVED,repo://thesis/364,Financiera,brechas,synthetic institutional data
THS-365,Caracterización de brechas en relación con desarrollo territorial,"Trabajo de grado que analiza brechas mediante análisis territorial, considerando su relación con desarrollo territorial en un contexto universitario o aplicado.",Existe conocimiento disperso sobre brechas y no siempre se comprende su relación con desarrollo territorial.,Analizar brechas mediante análisis territorial para producir evidencia sobre desarrollo territorial.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender desarrollo territorial.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-007,2020,brechas;desarrollo territorial;análisis territorial,APPROVED,repo://thesis/365,Administración de Empresas,desarrollo territorial,synthetic institutional data
THS-366,Evaluación de analítica socioeconómica para analizar desarrollo territorial,"Trabajo de grado que analiza desarrollo territorial mediante analítica socioeconómica, considerando su relación con capacidades locales en un contexto universitario o aplicado.",Existe conocimiento disperso sobre desarrollo territorial y no siempre se comprende su relación con capacidades locales.,Analizar desarrollo territorial mediante analítica socioeconómica para producir evidencia sobre capacidades locales.,,Se identificaron patrones y hallazgos pertinentes para comprender capacidades locales.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2021,desarrollo territorial;capacidades locales;analítica socioeconómica,APPROVED,repo://thesis/366,Economía,capacidades locales,synthetic institutional data
THS-367,Modelo aplicado para el estudio de capacidades locales,"Trabajo de grado que analiza capacidades locales mediante evaluación de impacto, considerando su relación con innovación social en un contexto universitario o aplicado.",Existe conocimiento disperso sobre capacidades locales y no siempre se comprende su relación con innovación social.,Analizar capacidades locales mediante evaluación de impacto para producir evidencia sobre innovación social.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender innovación social.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2022,capacidades locales;innovación social;evaluación de impacto,APPROVED,repo://thesis/367,Economía,innovación social,synthetic institutional data
THS-368,Análisis de patrones asociados con regional development,"Trabajo de grado que analiza innovación social mediante análisis territorial, considerando su relación con regional development en un contexto universitario o aplicado.",Existe conocimiento disperso sobre innovación social y no siempre se comprende su relación con regional development.,Analizar innovación social mediante análisis territorial para producir evidencia sobre regional development.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender regional development.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2023,innovación social;regional development;análisis territorial,APPROVED,repo://thesis/368,Economía,regional development,synthetic institutional data
THS-369,Caracterización de regional development en relación con brechas,"Trabajo de grado que analiza regional development mediante analítica socioeconómica, considerando su relación con brechas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre regional development y no siempre se comprende su relación con brechas.,Analizar regional development mediante analítica socioeconómica para producir evidencia sobre brechas.,"Revisión de antecedentes, preparación de datos, analítica socioeconómica y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender brechas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2024,regional development;brechas;analítica socioeconómica,APPROVED,repo://thesis/369,Economía,brechas,synthetic institutional data
THS-370,Brechas and desarrollo territorial: a university case study,"This thesis examines brechas through evaluación de impacto, with emphasis on desarrollo territorial and evidence available in an institutional context.",Current approaches provide incomplete understanding of brechas and its implications for desarrollo territorial.,Evaluate evaluación de impacto for analyzing brechas in relation to desarrollo territorial.,"Data preparation, evaluación de impacto, validation and interpretation.",The study identifies patterns and limitations relevant to desarrollo territorial.,The approach is useful under defined conditions and requires contextual validation.,PRG-007,2025,brechas;desarrollo territorial;evaluación de impacto,APPROVED,repo://thesis/370,Administración de Empresas,desarrollo territorial,synthetic institutional data
THS-371,Modelo aplicado para el estudio de desarrollo territorial,"Trabajo de grado que analiza desarrollo territorial mediante análisis territorial, considerando su relación con capacidades locales en un contexto universitario o aplicado.",Existe conocimiento disperso sobre desarrollo territorial y no siempre se comprende su relación con capacidades locales.,Analizar desarrollo territorial mediante análisis territorial para producir evidencia sobre capacidades locales.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender capacidades locales.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2026,desarrollo territorial;capacidades locales;análisis territorial,APPROVED,repo://thesis/371,Economía,capacidades locales,synthetic institutional data
THS-372,Análisis de patrones asociados con innovación social,"Trabajo de grado que analiza capacidades locales mediante analítica socioeconómica, considerando su relación con innovación social en un contexto universitario o aplicado.",Existe conocimiento disperso sobre capacidades locales y no siempre se comprende su relación con innovación social.,Analizar capacidades locales mediante analítica socioeconómica para producir evidencia sobre innovación social.,"Revisión de antecedentes, preparación de datos, analítica socioeconómica y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender innovación social.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2017,capacidades locales;innovación social;analítica socioeconómica,APPROVED,repo://thesis/372,Economía,innovación social,synthetic institutional data
THS-373,Caracterización de innovación social en relación con regional development,"Trabajo de grado que analiza innovación social mediante evaluación de impacto, considerando su relación con regional development en un contexto universitario o aplicado.",Existe conocimiento disperso sobre innovación social y no siempre se comprende su relación con regional development.,Analizar innovación social mediante evaluación de impacto para producir evidencia sobre regional development.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender regional development.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-007,2018,innovación social;regional development;evaluación de impacto,APPROVED,repo://thesis/373,Administración de Empresas,regional development,synthetic institutional data
THS-374,Evaluación de análisis territorial para analizar regional development,"Trabajo de grado que analiza regional development mediante análisis territorial, considerando su relación con brechas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre regional development y no siempre se comprende su relación con brechas.,Analizar regional development mediante análisis territorial para producir evidencia sobre brechas.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender brechas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-008,2019,regional development;brechas;análisis territorial,APPROVED,repo://thesis/374,Financiera,brechas,synthetic institutional data
THS-375,Modelo aplicado para el estudio de brechas,"Trabajo de grado que analiza brechas mediante analítica socioeconómica, considerando su relación con desarrollo territorial en un contexto universitario o aplicado.",Existe conocimiento disperso sobre brechas y no siempre se comprende su relación con desarrollo territorial.,Analizar brechas mediante analítica socioeconómica para producir evidencia sobre desarrollo territorial.,"Revisión de antecedentes, preparación de datos, analítica socioeconómica y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender desarrollo territorial.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-007,2020,brechas;desarrollo territorial;analítica socioeconómica,APPROVED,repo://thesis/375,Administración de Empresas,desarrollo territorial,synthetic institutional data
THS-376,Análisis de patrones asociados con capacidades locales,"Trabajo de grado que analiza desarrollo territorial mediante evaluación de impacto, considerando su relación con capacidades locales en un contexto universitario o aplicado.",Existe conocimiento disperso sobre desarrollo territorial y no siempre se comprende su relación con capacidades locales.,Analizar desarrollo territorial mediante evaluación de impacto para producir evidencia sobre capacidades locales.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender capacidades locales.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-008,2021,desarrollo territorial;capacidades locales;evaluación de impacto,APPROVED,repo://thesis/376,Financiera,capacidades locales,synthetic institutional data
THS-377,Caracterización de capacidades locales en relación con innovación social,"Trabajo de grado que analiza capacidades locales mediante análisis territorial, considerando su relación con innovación social en un contexto universitario o aplicado.",Existe conocimiento disperso sobre capacidades locales y no siempre se comprende su relación con innovación social.,Analizar capacidades locales mediante análisis territorial para producir evidencia sobre innovación social.,"Revisión de antecedentes, preparación de datos, análisis territorial y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender innovación social.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2022,,APPROVED,repo://thesis/377,Economía,innovación social,synthetic institutional data
THS-378,Evaluación de analítica socioeconómica para analizar innovación social,"Trabajo de grado que analiza innovación social mediante analítica socioeconómica, considerando su relación con regional development en un contexto universitario o aplicado.",Existe conocimiento disperso sobre innovación social y no siempre se comprende su relación con regional development.,Analizar innovación social mediante analítica socioeconómica para producir evidencia sobre regional development.,"Revisión de antecedentes, preparación de datos, analítica socioeconómica y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender regional development.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-009,2023,innovación social;regional development;analítica socioeconómica,APPROVED,repo://thesis/378,Economía,regional development,synthetic institutional data
THS-379,Modelo aplicado para el estudio de regional development,"Trabajo de grado que analiza regional development mediante evaluación de impacto, considerando su relación con brechas en un contexto universitario o aplicado.",Existe conocimiento disperso sobre regional development y no siempre se comprende su relación con brechas.,Analizar regional development mediante evaluación de impacto para producir evidencia sobre brechas.,"Revisión de antecedentes, preparación de datos, evaluación de impacto y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender brechas.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-007,2024,regional development;brechas;evaluación de impacto,APPROVED,repo://thesis/379,Administración de Empresas,brechas,synthetic institutional data
THS-380,Brechas and desarrollo territorial: a university case study,"This thesis examines brechas through análisis territorial, with emphasis on desarrollo territorial and evidence available in an institutional context.",Current approaches provide incomplete understanding of brechas and its implications for desarrollo territorial.,Evaluate análisis territorial for analyzing brechas in relation to desarrollo territorial.,"Data preparation, análisis territorial, validation and interpretation.",The study identifies patterns and limitations relevant to desarrollo territorial.,The approach is useful under defined conditions and requires contextual validation.,PRG-009,2025,brechas;desarrollo territorial;análisis territorial,APPROVED,repo://thesis/380,Economía,desarrollo territorial,synthetic institutional data
THS-381,Caracterización de resiliencia urbana en relación con salud pública,"Trabajo de grado que analiza resiliencia urbana mediante modelamiento de riesgo, considerando su relación con salud pública en un contexto universitario o aplicado.",Existe conocimiento disperso sobre resiliencia urbana y no siempre se comprende su relación con salud pública.,Analizar resiliencia urbana mediante modelamiento de riesgo para producir evidencia sobre salud pública.,"Revisión de antecedentes, preparación de datos, modelamiento de riesgo y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender salud pública.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2017,resiliencia urbana;salud pública;modelamiento de riesgo,APPROVED,repo://thesis/381,Civil,salud pública,synthetic institutional data
THS-382,Evaluación de integración de datos para analizar salud pública,"Trabajo de grado que analiza salud pública mediante integración de datos, considerando su relación con infraestructura en un contexto universitario o aplicado.",Existe conocimiento disperso sobre salud pública y no siempre se comprende su relación con infraestructura.,Analizar salud pública mediante integración de datos para producir evidencia sobre infraestructura.,"Revisión de antecedentes, preparación de datos, integración de datos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender infraestructura.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2018,salud pública;infraestructura;integración de datos,APPROVED,repo://thesis/382,Gestión Ambiental,infraestructura,synthetic institutional data
THS-383,Modelo aplicado para el estudio de infraestructura,"Trabajo de grado que analiza infraestructura mediante analítica interdisciplinaria, considerando su relación con environmental extremes en un contexto universitario o aplicado.",Existe conocimiento disperso sobre infraestructura y no siempre se comprende su relación con environmental extremes.,Analizar infraestructura mediante analítica interdisciplinaria para producir evidencia sobre environmental extremes.,"Revisión de antecedentes, preparación de datos, analítica interdisciplinaria y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender environmental extremes.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2019,infraestructura;environmental extremes;analítica interdisciplinaria,APPROVED,repo://thesis/383,Ambiental,environmental extremes,synthetic institutional data
THS-384,Análisis de patrones asociados con vulnerabilidad socioeconómica,"Trabajo de grado que analiza environmental extremes mediante modelamiento de riesgo, considerando su relación con vulnerabilidad socioeconómica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre environmental extremes y no siempre se comprende su relación con vulnerabilidad socioeconómica.,Analizar environmental extremes mediante modelamiento de riesgo para producir evidencia sobre vulnerabilidad socioeconómica.,"Revisión de antecedentes, preparación de datos, modelamiento de riesgo y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad socioeconómica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2020,environmental extremes;vulnerabilidad socioeconómica;modelamiento de riesgo,APPROVED,repo://thesis/384,Ambiental,vulnerabilidad socioeconómica,synthetic institutional data
THS-385,Caracterización de vulnerabilidad socioeconómica en relación con resiliencia urbana,"Trabajo de grado que analiza vulnerabilidad socioeconómica mediante integración de datos, considerando su relación con resiliencia urbana en un contexto universitario o aplicado.",Existe conocimiento disperso sobre vulnerabilidad socioeconómica y no siempre se comprende su relación con resiliencia urbana.,Analizar vulnerabilidad socioeconómica mediante integración de datos para producir evidencia sobre resiliencia urbana.,"Revisión de antecedentes, preparación de datos, integración de datos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender resiliencia urbana.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2021,vulnerabilidad socioeconómica;resiliencia urbana;integración de datos,APPROVED,repo://thesis/385,Gestión Ambiental,resiliencia urbana,synthetic institutional data
THS-386,Evaluación de analítica interdisciplinaria para analizar resiliencia urbana,"Trabajo de grado que analiza resiliencia urbana mediante analítica interdisciplinaria, considerando su relación con salud pública en un contexto universitario o aplicado.",Existe conocimiento disperso sobre resiliencia urbana y no siempre se comprende su relación con salud pública.,Analizar resiliencia urbana mediante analítica interdisciplinaria para producir evidencia sobre salud pública.,"Revisión de antecedentes, preparación de datos, analítica interdisciplinaria y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender salud pública.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-014,2022,resiliencia urbana;salud pública;analítica interdisciplinaria,APPROVED,repo://thesis/386,Gestión Ambiental,salud pública,synthetic institutional data
THS-387,Modelo aplicado para el estudio de salud pública,"Trabajo de grado que analiza salud pública mediante modelamiento de riesgo, considerando su relación con infraestructura en un contexto universitario o aplicado.",Existe conocimiento disperso sobre salud pública y no siempre se comprende su relación con infraestructura.,Analizar salud pública mediante modelamiento de riesgo para producir evidencia sobre infraestructura.,"Revisión de antecedentes, preparación de datos, modelamiento de riesgo y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender infraestructura.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2023,salud pública;infraestructura;modelamiento de riesgo,APPROVED,repo://thesis/387,Ambiental,infraestructura,synthetic institutional data
THS-388,Análisis de patrones asociados con environmental extremes,"Trabajo de grado que analiza infraestructura mediante integración de datos, considerando su relación con environmental extremes en un contexto universitario o aplicado.",Existe conocimiento disperso sobre infraestructura y no siempre se comprende su relación con environmental extremes.,Analizar infraestructura mediante integración de datos para producir evidencia sobre environmental extremes.,"Revisión de antecedentes, preparación de datos, integración de datos y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender environmental extremes.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-015,2024,infraestructura;environmental extremes;integración de datos,APPROVED,repo://thesis/388,Civil,environmental extremes,synthetic institutional data
THS-389,Caracterización de environmental extremes en relación con vulnerabilidad socioeconómica,"Trabajo de grado que analiza environmental extremes mediante analítica interdisciplinaria, considerando su relación con vulnerabilidad socioeconómica en un contexto universitario o aplicado.",Existe conocimiento disperso sobre environmental extremes y no siempre se comprende su relación con vulnerabilidad socioeconómica.,Analizar environmental extremes mediante analítica interdisciplinaria para producir evidencia sobre vulnerabilidad socioeconómica.,"Revisión de antecedentes, preparación de datos, analítica interdisciplinaria y validación de resultados.",Se identificaron patrones y hallazgos pertinentes para comprender vulnerabilidad socioeconómica.,"Los resultados muestran potencial de aplicación, con limitaciones relacionadas con cobertura y contexto.",PRG-013,2025,environmental extremes;vulnerabilidad socioeconómica;analítica interdisciplinaria,APPROVED,repo://thesis/389,Ambiental,vulnerabilidad socioeconómica,synthetic institutional data
THS-390,Vulnerabilidad Socioeconómica and resiliencia urbana: a university case study,"This thesis examines vulnerabilidad socioeconómica through modelamiento de riesgo, with emphasis on resiliencia urbana and evidence available in an institutional context.",Current approaches provide incomplete understanding of vulnerabilidad socioeconómica and its implications for resiliencia urbana.,Evaluate modelamiento de riesgo for analyzing vulnerabilidad socioeconómica in relation to resiliencia urbana.,"Data preparation, modelamiento de riesgo, validation and interpretation.",The study identifies patterns and limitations relevant to resiliencia urbana.,The approach is useful under defined conditions and requires contextual validation.,PRG-013,2026,vulnerabilidad socioeconómica;resiliencia urbana;modelamiento de riesgo,APPROVED,repo://thesis/390,Ambiental,resiliencia urbana,synthetic institutional data
