publication_id,title,abstract,year,publication_type,researchers,keywords,journal_or_event,related_project_id
PUB-197,Salud Pública using analítica interdisciplinaria: evidence from a Latin American university,"This publication reports an applied study on salud pública using analítica interdisciplinaria, emphasizing traceable evidence and contextual validation.",2026,ARTICLE,INV-130;INV-148,salud pública;analítica interdisciplinaria,Journal of Applied Nexus Studies,PRJ-159
PUB-198,Infraestructura: evidencia aplicada mediante modelamiento de riesgo,"Publicación que reporta resultados aplicados sobre infraestructura mediante modelamiento de riesgo, con énfasis en evidencia trazable y validación contextual.",2018,ARTICLE,INV-140;INV-129,infraestructura;modelamiento de riesgo,Journal of Applied Nexus Studies,PRJ-160
PUB-199,Environmental extremes: evidencia aplicada mediante integración de datos,"Publicación que reporta resultados aplicados sobre environmental extremes mediante integración de datos, con énfasis en evidencia trazable y validación contextual.",2019,ARTICLE,INV-152;INV-130,environmental extremes;integración de datos,Journal of Applied Nexus Studies,PRJ-153
PUB-200,Vulnerabilidad Socioeconómica using analítica interdisciplinaria: evidence from a Latin American university,"This publication reports an applied study on vulnerabilidad socioeconómica using analítica interdisciplinaria, emphasizing traceable evidence and contextual validation.",2020,ARTICLE,INV-148;INV-129,vulnerabilidad socioeconómica;analítica interdisciplinaria,Journal of Applied Nexus Studies,PRJ-154
PUB-201,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2017,ARTICLE,INV-015;INV-038,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-202,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2018,ARTICLE,INV-062;INV-043,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-203,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2019,ARTICLE,INV-095;INV-099,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-204,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2020,ARTICLE,INV-117;INV-119,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-205,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2021,ARTICLE,INV-136;INV-154,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-206,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2022,ARTICLE,INV-165;INV-162,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-207,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2023,ARTICLE,INV-029;INV-033,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-208,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2024,ARTICLE,INV-073;INV-052,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-209,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2025,ARTICLE,INV-093;INV-079,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-210,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2026,ARTICLE,INV-122;INV-112,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-211,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2017,ARTICLE,INV-132;INV-146,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-212,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2018,ARTICLE,INV-173;INV-159,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-213,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2019,ARTICLE,INV-012;INV-007,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-214,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2020,ARTICLE,INV-046;INV-070,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-215,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2021,ARTICLE,INV-090;INV-076,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-216,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2022,ARTICLE,INV-119;INV-101,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-217,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2023,ARTICLE,INV-133;INV-152,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-218,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2024,ARTICLE,INV-158;INV-168,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-219,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2025,ARTICLE,INV-007;INV-028,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-220,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2026,ARTICLE,INV-065;INV-057,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-221,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2017,ARTICLE,INV-089;INV-096,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-222,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2018,ARTICLE,INV-101;INV-105,,Revista Latinoamericana de Investigación Aplicada,
PUB-223,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2019,ARTICLE,INV-134;INV-150,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-224,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2020,ARTICLE,INV-160;INV-167,interoperabilidad de datos,Revista Latinoamericana de Investigación Aplicada,
PUB-225,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2021,ARTICLE,INV-038;INV-002,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-226,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2022,ARTICLE,INV-047;INV-048,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-227,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2023,ARTICLE,INV-086;INV-095,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-228,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2024,ARTICLE,INV-111;INV-101,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-229,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2025,ARTICLE,INV-143;INV-136,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-230,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2026,ARTICLE,INV-175;INV-157,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-231,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2017,ARTICLE,INV-009;INV-025,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-232,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2018,ARTICLE,INV-065;INV-067,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-233,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2019,ARTICLE,INV-086;INV-089,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-234,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2020,ARTICLE,INV-107;INV-106,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-235,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2021,ARTICLE,INV-130;INV-133,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-236,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2022,ARTICLE,INV-156;INV-164,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-237,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2023,ARTICLE,INV-001;INV-038,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-238,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2024,ARTICLE,INV-043;INV-044,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-239,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2025,ARTICLE,INV-092;INV-081,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-240,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2026,ARTICLE,INV-109;INV-118,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-241,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2017,ARTICLE,INV-153;INV-144,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-242,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2018,ARTICLE,INV-171;INV-166,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-243,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2019,ARTICLE,INV-039;INV-020,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-244,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2020,ARTICLE,INV-064;INV-068,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-245,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2021,ARTICLE,INV-095;INV-087,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-246,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2022,ARTICLE,INV-119;INV-106,gestión de proyectos,Revista Latinoamericana de Investigación Aplicada,
PUB-247,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2023,ARTICLE,INV-146;INV-133,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-248,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2024,ARTICLE,INV-174;INV-163,interoperabilidad de datos,Revista Latinoamericana de Investigación Aplicada,
PUB-249,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2025,ARTICLE,INV-032;INV-012,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-250,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2026,ARTICLE,INV-064;INV-059,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-251,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2017,ARTICLE,INV-081;INV-097,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-252,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2018,ARTICLE,INV-111;INV-108,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-253,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2019,ARTICLE,INV-143;INV-132,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-254,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2020,ARTICLE,INV-159;INV-160,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-255,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2021,ARTICLE,INV-010;INV-034,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-256,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2022,ARTICLE,INV-066;INV-055,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-257,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2023,ARTICLE,INV-075;INV-090,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-258,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2024,ARTICLE,INV-118;INV-120,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-259,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2025,ARTICLE,INV-144;INV-154,,Revista Latinoamericana de Investigación Aplicada,
PUB-260,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2026,ARTICLE,INV-160;INV-158,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-261,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2017,ARTICLE,INV-035;INV-041,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-262,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2018,ARTICLE,INV-054;INV-071,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-263,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2019,ARTICLE,INV-075;INV-079,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-264,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2020,ARTICLE,INV-124;INV-101,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-265,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2021,ARTICLE,INV-129;INV-154,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-266,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2022,ARTICLE,INV-175;INV-173,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-267,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2023,ARTICLE,INV-041;INV-007,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-268,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2024,ARTICLE,INV-048;INV-044,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-269,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2025,ARTICLE,INV-083;INV-093,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-270,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2026,ARTICLE,INV-117;INV-119,gestión de proyectos,Revista Latinoamericana de Investigación Aplicada,
PUB-271,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2017,ARTICLE,INV-140;INV-147,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-272,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2018,ARTICLE,INV-169;INV-164,interoperabilidad de datos,Revista Latinoamericana de Investigación Aplicada,
PUB-273,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2019,ARTICLE,INV-026;INV-002,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-274,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2020,ARTICLE,INV-043;INV-071,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-275,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2021,ARTICLE,INV-085;INV-094,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-276,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2022,ARTICLE,INV-114;INV-107,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-277,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2023,ARTICLE,INV-152;INV-129,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-278,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2024,ARTICLE,INV-158;INV-164,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-279,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2025,ARTICLE,INV-010;INV-013,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-280,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2026,ARTICLE,INV-065;INV-050,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-281,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2017,ARTICLE,INV-080;INV-075,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-282,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2018,ARTICLE,INV-120;INV-109,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-283,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2019,ARTICLE,INV-139;INV-145,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-284,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2020,ARTICLE,INV-169;INV-170,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-285,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2021,ARTICLE,INV-009;INV-028,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-286,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2022,ARTICLE,INV-052;INV-072,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-287,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2023,ARTICLE,INV-092;INV-086,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-288,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2024,ARTICLE,INV-118;INV-123,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-289,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2025,ARTICLE,INV-138;INV-151,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-290,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2026,ARTICLE,INV-174;INV-175,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-291,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2017,ARTICLE,INV-020;INV-035,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-292,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2018,ARTICLE,INV-044;INV-055,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-293,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2019,ARTICLE,INV-090;INV-077,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-294,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2020,ARTICLE,INV-122;INV-119,gestión de proyectos,Revista Latinoamericana de Investigación Aplicada,
PUB-295,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2021,ARTICLE,INV-128;INV-137,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-296,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2022,ARTICLE,INV-162;INV-177,,Revista Latinoamericana de Investigación Aplicada,
PUB-297,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2023,ARTICLE,INV-041;INV-013,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-298,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2024,ARTICLE,INV-059;INV-069,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-299,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2025,ARTICLE,INV-091;INV-090,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-300,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2026,ARTICLE,INV-108;INV-120,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-301,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2017,ARTICLE,INV-130;INV-154,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-302,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2018,ARTICLE,INV-163;INV-180,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-303,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2019,ARTICLE,INV-027;INV-009,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-304,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2020,ARTICLE,INV-055;INV-062,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-305,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2021,ARTICLE,INV-094;INV-096,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-306,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2022,ARTICLE,INV-106;INV-110,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-307,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2023,ARTICLE,INV-148;INV-146,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-308,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2024,ARTICLE,INV-173;INV-165,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-309,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2025,ARTICLE,INV-042;INV-035,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-310,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2026,ARTICLE,INV-073;INV-061,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-311,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2017,ARTICLE,INV-087;INV-096,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-312,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2018,ARTICLE,INV-115;INV-116,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-313,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2019,ARTICLE,INV-139;INV-133,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-314,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2020,ARTICLE,INV-176;INV-166,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-315,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2021,ARTICLE,INV-014;INV-042,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-316,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2022,ARTICLE,INV-056;INV-051,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-317,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2023,ARTICLE,INV-094;INV-080,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-318,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2024,ARTICLE,INV-102;INV-125,gestión de proyectos,Revista Latinoamericana de Investigación Aplicada,
